,Name,Accessible_Len,N_Accessible_Len,Total_Len
102,ArtichokeRiver,0.271472990512848,1.45992004871368,1.731393039226528
103,IndianRiver,1.27034997940063,0.0,1.27034997940063
104,BeaverBrook,0.705982029438019,0.886445999145508,1.592428028583527
105,WampatuckPond,0.0,0.676967024803162,0.676967024803162
106,JamesBrook,0.19760400056839,0.0,0.19760400056839
107,GooseCove,0.714784979820251,0.0,0.714784979820251
108,GooseCovecreek,0.0,0.3800684977322814,0.3800684977322814
109,LandsfordPond,0.0,0.0985229015350342,0.0985229015350342
110,LangsfordPondcreek,0.0,0.182540997862816,0.182540997862816
111,CraneRiver,1.9048445313237647,0.0,1.9048445313237647
112,SilverLake,1.50873994827271,0.0,1.50873994827271
113,CapeCodCanal,3.837735794484619,0.0,3.837735794484619
114,PorterRiverFrostFishBrook,2.19285011291504,0.0,2.19285011291504
115,DanversRiver,2.28653001785278,0.0,2.28653001785278
116,BostonInnerHarbor,12.405080318450931,0.0,12.405080318450931
117,ChelseaCreek,3.854654073715214,0.0,3.854654073715214
118,SilverSpring,0.179714299738407,0.0,0.179714299738407
119,CobbsPondcreek,0.189687997102737,0.0,0.189687997102737
120,CobbsPondditch,0.0,0.150055006146431,0.150055006146431
121,SouthRiver-westchannel,0.504803001880646,0.0,0.504803001880646
122,LittleHarbor,1.31190001964569,0.0,1.31190001964569
123,MusquashcutBrook,1.915971964597703,0.0,1.915971964597703
124,lowerIslandCreek,0.505306005477905,0.0,0.505306005477905
125,DuckHillRver,2.23861002922058,0.0,2.23861002922058
126,GreenHarborRiver,2.08127999305725,0.0,2.08127999305725
127,MaldenRiver,2.01911997795105,0.0,2.01911997795105
128,ClarkPond,0.307289987802505,0.0,0.307289987802505
129,DuckPondcreek,0.0140811000019312,0.0,0.0140811000019312
130,BuswellPondoutlet,0.0,0.136629000306129,0.136629000306129
131,SleepyHollowCreek,0.0,0.203161999583244,0.203161999583244
132,WharfStreetcreek,0.174939006567001,0.0,0.174939006567001
133,HowlettBrook,0.266425997018814,3.7924599647522,4.058885961771014
134,OldSwampRiver,0.208781003952026,2.17926001548767,2.388041019439696
135,GreatPondUpperReservoir,0.0,0.177846997976303,0.177846997976303
136,CochatoRiver,0.0,0.704533994197845,0.704533994197845
137,GulliversCreek,1.2645800113678,0.0,1.2645800113678
138,MotherBrook,0.0,0.782208025455475,0.782208025455475
139,BullBrookReservoir,0.0,1.274129986763,1.274129986763
140,LowerMysticLake,0.6216059923172,0.0,0.6216059923172
141,TriphammerPond,0.34621588885784144,0.0,0.34621588885784144
142,MillCreek,2.10434007644653,0.0,2.10434007644653
143,UpperShawmeLake,0.17960000038147,0.0,0.17960000038147
144,ShawmeLake,0.599075019359589,0.0,0.599075019359589
145,TomMatthewsPond,0.364928990602493,0.0,0.364928990602493
146,LowerBanjoLake,0.0,0.3534459024667731,0.3534459024667731
147,HaywardCreek,0.809750020503998,0.0,0.809750020503998
148,HaywardCreektoEatonsPond,0.0,0.162297993898392,0.162297993898392
149,FernwoodLake,0.0,0.222249999642372,0.222249999642372
150,UpperBanjoLake,0.0,0.3187730982899663,0.3187730982899663
151,SunsetLake,0.0,0.343598008155823,0.343598008155823
